State,District,Year,Season,Crop,Area_ha,Production_q,Yield_q_per_ha
Uttarakhand,Udham Singh Nagar,2020,Kharif,Jowar,19410,279504,14.4
Uttarakhand,Udham Singh Nagar,2020,Kharif,Rice,18547,586085,31.6
Uttarakhand,Udham Singh Nagar,2020,Kharif,Sugarcane,20215,1429200,70.7
Uttarakhand,Udham Singh Nagar,2020,Kharif,Soybean,9200,186760,20.3
Uttarakhand,Udham Singh Nagar,2020,Rabi,Mustard,14327,202010,14.1
Uttarakhand,Udham Singh Nagar,2021,Kharif,Onion,18073,504236,27.9
Uttarakhand,Udham Singh Nagar,2021,Kharif,Pigeonpea,2893,42237,14.6
Uttarakhand,Udham Singh Nagar,2021,Kharif,Ragi,9718,160347,16.5
Uttarakhand,Udham Singh Nagar,2021,Kharif,Jowar,17717,271070,15.3
Uttarakhand,Udham Singh Nagar,2021,Kharif,Rice,10601,395417,37.3
Uttarakhand,Udham Singh Nagar,2021,Kharif,Sugarcane,20736,1775001,85.6
Uttarakhand,Udham Singh Nagar,2021,Kharif,Soybean,13721,257954,18.8
Uttarakhand,Udham Singh Nagar,2021,Rabi,Mustard,4091,54819,13.4
Uttarakhand,Udham Singh Nagar,2022,Rabi,Onion,7201,184345,25.6
Uttarakhand,Udham Singh Nagar,2022,Kharif,Pigeonpea,16790,223307,13.3
Uttarakhand,Udham Singh Nagar,2022,Kharif,Ragi,10159,183877,18.1
Uttarakhand,Udham Singh Nagar,2022,Rabi,Jowar,2545,32830,12.9
Uttarakhand,Udham Singh Nagar,2022,Kharif,Rice,14599,477387,32.7
Uttarakhand,Udham Singh Nagar,2022,Kharif,Sugarcane,13388,980001,73.2
Uttarakhand,Udham Singh Nagar,2022,Kharif,Soybean,13305,264769,19.9
Uttarakhand,Udham Singh Nagar,2022,Rabi,Mustard,2328,30729,13.2
Uttarakhand,Nainital,2015,Rabi,Wheat,18330,703872,38.4
Uttarakhand,Nainital,2015,Kharif,Sugarcane,17140,1285500,75.0
Uttarakhand,Nainital,2015,Rabi,Potato,3937,881888,224.0
Uttarakhand,Nainital,2015,Kharif,Rice,21755,739670,34.0
Uttarakhand,Nainital,2015,Kharif,Bajra,19029,266406,14.0
Uttarakhand,Nainital,2015,Rabi,Chickpea,12484,197247,15.8
Uttarakhand,Nainital,2015,Kharif,Ragi,11682,232471,19.9
Uttarakhand,Nainital,2015,Kharif,Groundnut,11828,231828,19.6
Uttarakhand,Nainital,2016,Rabi,Wheat,11612,474930,40.9
Uttarakhand,Nainital,2016,Rabi,Sugarcane,17868,1588465,88.9
Uttarakhand,Nainital,2016,Rabi,Potato,6977,1617966,231.9
Uttarakhand,Nainital,2016,Kharif,Rice,9666,303512,31.4
Uttarakhand,Nainital,2016,Kharif,Bajra,11920,185952,15.6
Uttarakhand,Nainital,2016,Rabi,Chickpea,12159,196975,16.2
Uttarakhand,Nainital,2016,Kharif,Ragi,2128,39155,18.4
Uttarakhand,Nainital,2016,Kharif,Groundnut,14007,238119,17.0
Uttarakhand,Nainital,2017,Rabi,Wheat,21277,957465,45.0
Uttarakhand,Nainital,2017,Rabi,Sugarcane,10412,927709,89.1
Uttarakhand,Nainital,2017,Rabi,Potato,15813,3146787,199.0
Uttarakhand,Nainital,2017,Rabi,Rice,7790,261744,33.6
Uttarakhand,Nainital,2017,Kharif,Bajra,10229,147297,14.4
Uttarakhand,Nainital,2017,Rabi,Chickpea,2853,46503,16.3
Uttarakhand,Nainital,2017,Kharif,Ragi,10988,182400,16.6
Uttarakhand,Nainital,2017,Kharif,Groundnut,9521,180899,19.0
Uttarakhand,Nainital,2018,Rabi,Wheat,8214,314596,38.3
Uttarakhand,Nainital,2018,Rabi,Sugarcane,20872,1865956,89.4
Uttarakhand,Nainital,2018,Rabi,Potato,15681,3528225,225.0
Uttarakhand,Nainital,2018,Rabi,Rice,9749,381185,39.1
Uttarakhand,Nainital,2018,Kharif,Bajra,17181,254278,14.8
Uttarakhand,Nainital,2018,Rabi,Chickpea,18183,301837,16.6
Uttarakhand,Nainital,2018,Kharif,Ragi,8932,171494,19.2
Uttarakhand,Nainital,2018,Kharif,Groundnut,7920,149688,18.9
Uttarakhand,Nainital,2019,Rabi,Wheat,21301,862690,40.5
Uttarakhand,Nainital,2019,Annual,Sugarcane,23450,1843169,78.6
Uttarakhand,Nainital,2019,Rabi,Potato,6381,1274923,199.8
Uttarakhand,Nainital,2019,Rabi,Rice,11255,373666,33.2
Uttarakhand,Nainital,2019,Kharif,Bajra,9015,146944,16.3
Uttarakhand,Nainital,2019,Rabi,Chickpea,13390,207545,15.5
Uttarakhand,Nainital,2019,Kharif,Ragi,14043,261199,18.6
Uttarakhand,Nainital,2019,Kharif,Groundnut,15033,299156,19.9
Uttarakhand,Nainital,2020,Rabi,Wheat,11606,436385,37.6
Uttarakhand,Nainital,2020,Kharif,Sugarcane,16687,1475130,88.4
Uttarakhand,Nainital,2020,Rabi,Potato,10959,2459199,224.4
Uttarakhand,Nainital,2020,Rabi,Rice,15782,495554,31.4
Uttarakhand,Nainital,2020,Kharif,Bajra,8817,127846,14.5
Uttarakhand,Nainital,2020,Rabi,Chickpea,8421,132209,15.7
Uttarakhand,Nainital,2020,Kharif,Ragi,7746,147948,19.1
Uttarakhand,Nainital,2020,Kharif,Groundnut,11571,231420,20.0
Uttarakhand,Nainital,2021,Rabi,Wheat,16214,687473,42.4
Uttarakhand,Nainital,2021,Annual,Sugarcane,17734,1397439,78.8
Uttarakhand,Nainital,2021,Rabi,Potato,16928,3881590,229.3
Uttarakhand,Nainital,2021,Kharif,Rice,19331,647588,33.5
Uttarakhand,Nainital,2021,Kharif,Bajra,3712,61619,16.6
Uttarakhand,Nainital,2021,Rabi,Chickpea,15551,247260,15.9
Uttarakhand,Nainital,2021,Kharif,Ragi,4183,81986,19.6
Uttarakhand,Nainital,2021,Kharif,Groundnut,2171,37992,17.5
Uttarakhand,Nainital,2022,Rabi,Wheat,16858,728265,43.2
Uttarakhand,Nainital,2022,Annual,Sugarcane,6091,487889,80.1
Uttarakhand,Nainital,2022,Rabi,Potato,14918,3575844,239.7
Uttarakhand,Nainital,2022,Rabi,Rice,22368,760512,34.0
Uttarakhand,Nainital,2022,Kharif,Bajra,19873,266298,13.4
Uttarakhand,Nainital,2022,Rabi,Chickpea,11810,201951,17.1
Uttarakhand,Nainital,2022,Kharif,Ragi,2220,39072,17.6
Uttarakhand,Nainital,2022,Kharif,Groundnut,8014,134635,16.8
Uttarakhand,Pauri Garhwal,2015,Kharif,Onion,6333,139326,22.0
Uttarakhand,Pauri Garhwal,2015,Kharif,Rice,11174,404498,36.2
Uttarakhand,Pauri Garhwal,2015,Kharif,Jowar,5601,75053,13.4
Uttarakhand,Pauri Garhwal,2015,Kharif,Pigeonpea,9347,139270,14.9
Uttarakhand,Pauri Garhwal,2015,Rabi,Wheat,15230,589401,38.7
Uttarakhand,Pauri Garhwal,2015,Kharif,Soybean,14525,305025,21.0
Uttarakhand,Pauri Garhwal,2015,Kharif,Maize,14387,504983,35.1
Uttarakhand,Pauri Garhwal,2015,Rabi,Mustard,5143,68916,13.4
Uttarakhand,Pauri Garhwal,2016,Kharif,Onion,9636,241863,25.1
Uttarakhand,Pauri Garhwal,2016,Rabi,Rice,16325,589332,36.1
Uttarakhand,Pauri Garhwal,2016,Kharif,Jowar,12774,163507,12.8
Uttarakhand,Pauri Garhwal,2016,Kharif,Pigeonpea,9877,134327,13.6
Uttarakhand,Pauri Garhwal,2016,Rabi,Wheat,13439,526808,39.2
Uttarakhand,Pauri Garhwal,2016,Kharif,Soybean,11610,232200,20.0
Uttarakhand,Pauri Garhwal,2016,Kharif,Maize,13385,421627,31.5
Uttarakhand,Pauri Garhwal,2016,Rabi,Mustard,13132,203546,15.5
Uttarakhand,Pauri Garhwal,2017,Rabi,Onion,16515,376542,22.8
Uttarakhand,Pauri Garhwal,2017,Rabi,Rice,6229,196213,31.5
Uttarakhand,Pauri Garhwal,2017,Kharif,Jowar,4943,61787,12.5
Uttarakhand,Pauri Garhwal,2017,Kharif,Pigeonpea,16991,248068,14.6
Uttarakhand,Pauri Garhwal,2017,Rabi,Wheat,10014,447625,44.7
Uttarakhand,Pauri Garhwal,2017,Kharif,Soybean,15869,301511,19.0
Uttarakhand,Pauri Garhwal,2017,Kharif,Maize,2834,84453,29.8
Uttarakhand,Pauri Garhwal,2017,Rabi,Mustard,3762,57934,15.4
Uttarakhand,Pauri Garhwal,2018,Kharif,Onion,10235,266110,26.0
Uttarakhand,Pauri Garhwal,2018,Rabi,Rice,18763,673591,35.9
Uttarakhand,Pauri Garhwal,2018,Kharif,Jowar,16820,242208,14.4
Uttarakhand,Pauri Garhwal,2018,Kharif,Pigeonpea,13866,173325,12.5
Uttarakhand,Pauri Garhwal,2018,Rabi,Wheat,23033,937443,40.7
Uttarakhand,Pauri Garhwal,2018,Kharif,Soybean,11530,217916,18.9
Uttarakhand,Pauri Garhwal,2018,Rabi,Maize,10930,358503,32.8
Uttarakhand,Pauri Garhwal,2018,Rabi,Mustard,11820,148932,12.6
Uttarakhand,Pauri Garhwal,2019,Rabi,Onion,17676,390639,22.1
Uttarakhand,Pauri Garhwal,2019,Rabi,Rice,22832,858483,37.6
Uttarakhand,Pauri Garhwal,2019,Kharif,Jowar,15338,217799,14.2
Uttarakhand,Pauri Garhwal,2019,Kharif,Pigeonpea,3180,41976,13.2
Uttarakhand,Pauri Garhwal,2019,Rabi,Wheat,11703,497377,42.5
Uttarakhand,Pauri Garhwal,2019,Kharif,Soybean,14231,273235,19.2
Uttarakhand,Pauri Garhwal,2019,Rabi,Maize,5958,173377,29.1
Uttarakhand,Pauri Garhwal,2019,Rabi,Mustard,17007,241499,14.2
Uttarakhand,Pauri Garhwal,2020,Kharif,Onion,16265,439155,27.0
Uttarakhand,Pauri Garhwal,2020,Kharif,Rice,20510,801941,39.1
Uttarakhand,Pauri Garhwal,2020,Rabi,Jowar,2970,43065,14.5
Uttarakhand,Pauri Garhwal,2020,Kharif,Pigeonpea,15885,200151,12.6
Uttarakhand,Pauri Garhwal,2020,Rabi,Wheat,17961,684314,38.1
Uttarakhand,Pauri Garhwal,2020,Kharif,Soybean,19759,363565,18.4
Uttarakhand,Pauri Garhwal,2020,Rabi,Maize,8716,298087,34.2
Uttarakhand,Pauri Garhwal,2020,Rabi,Mustard,12261,186367,15.2
Uttarakhand,Pauri Garhwal,2021,Kharif,Onion,12943,330046,25.5
Uttarakhand,Pauri Garhwal,2021,Kharif,Rice,8018,279828,34.9
Uttarakhand,Pauri Garhwal,2021,Rabi,Jowar,6305,90161,14.3
Uttarakhand,Pauri Garhwal,2021,Kharif,Pigeonpea,5618,76966,13.7
Uttarakhand,Pauri Garhwal,2021,Rabi,Wheat,14251,582865,40.9
Uttarakhand,Pauri Garhwal,2021,Kharif,Soybean,2683,52855,19.7
Uttarakhand,Pauri Garhwal,2021,Kharif,Maize,6076,194432,32.0
Uttarakhand,Pauri Garhwal,2021,Rabi,Mustard,9383,116349,12.4
Uttarakhand,Pauri Garhwal,2022,Kharif,Onion,5505,148084,26.9
Uttarakhand,Pauri Garhwal,2022,Kharif,Rice,14481,558966,38.6
Uttarakhand,Pauri Garhwal,2022,Rabi,Jowar,14574,228811,15.7
Uttarakhand,Pauri Garhwal,2022,Kharif,Pigeonpea,17379,232878,13.4
Uttarakhand,Pauri Garhwal,2022,Rabi,Wheat,14564,642272,44.1
Uttarakhand,Pauri Garhwal,2022,Kharif,Soybean,15864,322039,20.3
Uttarakhand,Pauri Garhwal,2022,Kharif,Maize,13748,408315,29.7
Uttarakhand,Pauri Garhwal,2022,Rabi,Mustard,4786,68439,14.3
Uttarakhand,Tehri Garhwal,2015,Rabi,Mustard,4902,69608,14.2
Uttarakhand,Tehri Garhwal,2015,Rabi,Onion,8552,194130,22.7
Uttarakhand,Tehri Garhwal,2015,Kharif,Cotton,16675,356845,21.4
Uttarakhand,Tehri Garhwal,2015,Kharif,Ragi,5072,84702,16.7
Uttarakhand,Tehri Garhwal,2015,Rabi,Jowar,11027,144453,13.1
Uttarakhand,Tehri Garhwal,2015,Kharif,Bajra,16489,255579,15.5
Uttarakhand,Tehri Garhwal,2015,Rabi,Tomato,4220,96638,22.9
Uttarakhand,Tehri Garhwal,2015,Kharif,Rice,21897,764205,34.9
Uttarakhand,Tehri Garhwal,2016,Rabi,Mustard,18708,245074,13.1
Uttarakhand,Tehri Garhwal,2016,Kharif,Onion,2341,62270,26.6
Uttarakhand,Tehri Garhwal,2016,Kharif,Cotton,11641,215358,18.5
Uttarakhand,Tehri Garhwal,2016,Kharif,Ragi,18629,353951,19.0
Uttarakhand,Tehri Garhwal,2016,Kharif,Jowar,3775,48697,12.9
Uttarakhand,Tehri Garhwal,2016,Kharif,Bajra,11625,165075,14.2
Uttarakhand,Tehri Garhwal,2016,Summer,Tomato,8838,209460,23.7
Uttarakhand,Tehri Garhwal,2016,Rabi,Rice,22082,699999,31.7
Uttarakhand,Tehri Garhwal,2017,Rabi,Mustard,10369,142055,13.7
Uttarakhand,Tehri Garhwal,2017,Kharif,Onion,2126,52937,24.9
Uttarakhand,Tehri Garhwal,2017,Kharif,Cotton,17164,382757,22.3
Uttarakhand,Tehri Garhwal,2017,Kharif,Ragi,8107,128901,15.9
Uttarakhand,Tehri Garhwal,2017,Rabi,Jowar,11010,142029,12.9
Uttarakhand,Tehri Garhwal,2017,Kharif,Bajra,6076,91140,15.0
Uttarakhand,Tehri Garhwal,2017,Summer,Tomato,8312,196163,23.6
Uttarakhand,Tehri Garhwal,2017,Kharif,Rice,22128,725798,32.8
Uttarakhand,Tehri Garhwal,2018,Rabi,Mustard,3144,40872,13.0
Uttarakhand,Tehri Garhwal,2018,Rabi,Onion,2942,82081,27.9
Uttarakhand,Tehri Garhwal,2018,Kharif,Cotton,21499,453628,21.1
Uttarakhand,Tehri Garhwal,2018,Kharif,Ragi,4977,86102,17.3
Uttarakhand,Tehri Garhwal,2018,Rabi,Jowar,10058,131759,13.1
Uttarakhand,Tehri Garhwal,2018,Kharif,Bajra,9623,145307,15.1
Uttarakhand,Tehri Garhwal,2018,Kharif,Tomato,6316,138952,22.0
Uttarakhand,Tehri Garhwal,2018,Kharif,Rice,16966,534429,31.5
Uttarakhand,Tehri Garhwal,2019,Rabi,Mustard,17941,258350,14.4
Uttarakhand,Tehri Garhwal,2019,Kharif,Onion,10429,263853,25.3
Uttarakhand,Tehri Garhwal,2019,Kharif,Cotton,9028,166115,18.4
Uttarakhand,Tehri Garhwal,2019,Kharif,Ragi,2284,45680,20.0
Uttarakhand,Tehri Garhwal,2019,Kharif,Jowar,3427,46949,13.7
Uttarakhand,Tehri Garhwal,2019,Kharif,Bajra,6348,105376,16.6
Uttarakhand,Tehri Garhwal,2019,Kharif,Tomato,13369,259358,19.4
Uttarakhand,Tehri Garhwal,2019,Rabi,Rice,17070,566724,33.2
Uttarakhand,Tehri Garhwal,2020,Rabi,Mustard,6190,84184,13.6
Uttarakhand,Tehri Garhwal,2020,Rabi,Onion,9035,239427,26.5
Uttarakhand,Tehri Garhwal,2020,Kharif,Cotton,9290,165362,17.8
Uttarakhand,Tehri Garhwal,2020,Kharif,Ragi,10398,175726,16.9
Uttarakhand,Tehri Garhwal,2020,Rabi,Jowar,12689,178914,14.1
Uttarakhand,Tehri Garhwal,2020,Kharif,Bajra,4707,72017,15.3
Uttarakhand,Tehri Garhwal,2020,Summer,Tomato,9407,196606,20.9
Uttarakhand,Tehri Garhwal,2020,Rabi,Rice,15109,500107,33.1
Uttarakhand,Tehri Garhwal,2021,Rabi,Mustard,11658,149222,12.8
Uttarakhand,Tehri Garhwal,2021,Kharif,Onion,2804,75988,27.1
Uttarakhand,Tehri Garhwal,2021,Kharif,Cotton,16047,319335,19.9
Uttarakhand,Tehri Garhwal,2021,Kharif,Ragi,16672,313433,18.8
Uttarakhand,Tehri Garhwal,2021,Rabi,Jowar,10425,142822,13.7
Uttarakhand,Tehri Garhwal,2021,Kharif,Bajra,14591,242210,16.6
Uttarakhand,Tehri Garhwal,2021,Kharif,Tomato,10289,204751,19.9
Uttarakhand,Tehri Garhwal,2021,Rabi,Rice,19783,652839,33.0
Uttarakhand,Tehri Garhwal,2022,Rabi,Mustard,18934,263182,13.9
Uttarakhand,Tehri Garhwal,2022,Rabi,Onion,11426,306216,26.8
Uttarakhand,Tehri Garhwal,2022,Kharif,Cotton,22764,434792,19.1
Uttarakhand,Tehri Garhwal,2022,Kharif,Ragi,12420,212382,17.1
Uttarakhand,Tehri Garhwal,2022,Kharif,Jowar,9514,145564,15.3
Uttarakhand,Tehri Garhwal,2022,Kharif,Bajra,4693,66171,14.1
Uttarakhand,Tehri Garhwal,2022,Kharif,Tomato,10625,258187,24.3
Uttarakhand,Tehri Garhwal,2022,Kharif,Rice,9208,289131,31.4
West Bengal,Hooghly,2015,Rabi,Mustard,9033,127365,14.1
West Bengal,Hooghly,2015,Kharif,Tomato,5341,116967,21.9
West Bengal,Hooghly,2015,Kharif,Soybean,13863,292509,21.1
West Bengal,Hooghly,2015,Kharif,Onion,6348,171396,27.0
West Bengal,Hooghly,2015,Annual,Sugarcane,16398,1190494,72.6
West Bengal,Hooghly,2015,Kharif,Ragi,19270,364203,18.9
West Bengal,Hooghly,2015,Kharif,Jowar,5209,68758,13.2
West Bengal,Hooghly,2015,Kharif,Groundnut,6503,111201,17.1
West Bengal,Hooghly,2016,Rabi,Mustard,16919,221638,13.1
West Bengal,Hooghly,2016,Rabi,Tomato,10749,210680,19.6
West Bengal,Hooghly,2016,Kharif,Soybean,13322,273101,20.5
West Bengal,Hooghly,2016,Rabi,Onion,2615,70343,26.9
West Bengal,Hooghly,2016,Kharif,Sugarcane,20077,1433497,71.4
West Bengal,Hooghly,2016,Kharif,Ragi,18041,297676,16.5
West Bengal,Hooghly,2016,Rabi,Jowar,14216,184808,13.0
West Bengal,Hooghly,2016,Kharif,Groundnut,2021,32942,16.3
West Bengal,Hooghly,2017,Rabi,Mustard,8199,126264,15.4
West Bengal,Hooghly,2017,Summer,Tomato,12677,276358,21.8
West Bengal,Hooghly,2017,Kharif,Soybean,9417,209999,22.3
West Bengal,Hooghly,2017,Rabi,Onion,18283,506439,27.7
West Bengal,Hooghly,2017,Kharif,Sugarcane,18109,1372662,75.8
West Bengal,Hooghly,2017,Kharif,Ragi,19148,363812,19.0
West Bengal,Hooghly,2017,Rabi,Jowar,18904,281669,14.9
West Bengal,Hooghly,2017,Kharif,Groundnut,5267,95332,18.1
West Bengal,Hooghly,2018,Rabi,Mustard,5935,76561,12.9
West Bengal,Hooghly,2018,Kharif,Tomato,8705,206308,23.7
West Bengal,Hooghly,2018,Kharif,Soybean,2067,37619,18.2
West Bengal,Hooghly,2018,Kharif,Onion,7569,177871,23.5
West Bengal,Hooghly,2018,Kharif,Sugarcane,16458,1448304,88.0
West Bengal,Hooghly,2018,Kharif,Ragi,12115,202320,16.7
West Bengal,Hooghly,2018,Kharif,Jowar,16868,219284,13.0
West Bengal,Hooghly,2018,Kharif,Groundnut,16575,318240,19.2
West Bengal,Hooghly,2019,Rabi,Mustard,10860,156384,14.4
West Bengal,Hooghly,2019,Rabi,Tomato,8068,191211,23.7
West Bengal,Hooghly,2019,Kharif,Soybean,11077,210463,19.0
West Bengal,Hooghly,2019,Rabi,Onion,2046,55242,27.0
West Bengal,Hooghly,2019,Rabi,Sugarcane,8655,711441,82.2
West Bengal,Hooghly,2019,Kharif,Ragi,14326,240676,16.8
West Bengal,Hooghly,2019,Kharif,Jowar,11613,152130,13.1
West Bengal,Hooghly,2019,Kharif,Groundnut,18900,300510,15.9
West Bengal,Hooghly,2020,Rabi,Mustard,7593,113135,14.9
West Bengal,Hooghly,2020,Kharif,Tomato,17473,361691,20.7
West Bengal,Hooghly,2020,Kharif,Soybean,2930,63288,21.6
West Bengal,Hooghly,2020,Kharif,Onion,5435,123374,22.7
West Bengal,Hooghly,2020,Rabi,Sugarcane,11472,1008388,87.9
West Bengal,Hooghly,2020,Kharif,Ragi,19684,354312,18.0
West Bengal,Hooghly,2020,Rabi,Jowar,4559,70664,15.5
West Bengal,Hooghly,2020,Kharif,Groundnut,5653,93274,16.5
West Bengal,Hooghly,2021,Rabi,Mustard,7335,101956,13.9
West Bengal,Hooghly,2021,Kharif,Tomato,12794,267394,20.9
West Bengal,Hooghly,2021,Kharif,Soybean,16439,368233,22.4
West Bengal,Hooghly,2021,Kharif,Onion,3526,89560,25.4
West Bengal,Hooghly,2021,Annual,Sugarcane,23708,1735425,73.2
West Bengal,Hooghly,2021,Kharif,Ragi,17188,278445,16.2
West Bengal,Hooghly,2021,Rabi,Jowar,13692,191688,14.0
West Bengal,Hooghly,2021,Kharif,Groundnut,13740,243198,17.7
West Bengal,Hooghly,2022,Rabi,Mustard,19526,300700,15.4
West Bengal,Hooghly,2022,Rabi,Tomato,10045,196882,19.6
West Bengal,Hooghly,2022,Kharif,Soybean,6716,149766,22.3
West Bengal,Hooghly,2022,Kharif,Onion,2936,72225,24.6
West Bengal,Hooghly,2022,Rabi,Sugarcane,10143,843897,83.2
West Bengal,Hooghly,2022,Kharif,Ragi,6509,106096,16.3
West Bengal,Hooghly,2022,Rabi,Jowar,14055,213636,15.2
West Bengal,Hooghly,2022,Kharif,Groundnut,3101,49305,15.9
West Bengal,Bardhaman,2015,Kharif,Rice,21557,814854,37.8
West Bengal,Bardhaman,2015,Rabi,Chickpea,16779,271819,16.2
West Bengal,Bardhaman,2015,Kharif,Soybean,19917,422240,21.2
West Bengal,Bardhaman,2015,Kharif,Bajra,13996,225335,16.1
West Bengal,Bardhaman,2015,Kharif,Cotton,13434,292861,21.8
West Bengal,Bardhaman,2015,Kharif,Groundnut,5511,109117,19.8
West Bengal,Bardhaman,2015,Rabi,Mustard,4548,65036,14.3
West Bengal,Bardhaman,2015,Kharif,Pigeonpea,8346,108498,13.0
West Bengal,Bardhaman,2016,Rabi,Rice,16820,692984,41.2
West Bengal,Bardhaman,2016,Rabi,Chickpea,19081,274766,14.4
West Bengal,Bardhaman,2016,Kharif,Soybean,8736,185203,21.2
West Bengal,Bardhaman,2016,Kharif,Bajra,14473,193938,13.4
West Bengal,Bardhaman,2016,Kharif,Cotton,6807,127290,18.7
West Bengal,Bardhaman,2016,Kharif,Groundnut,16888,270208,16.0
West Bengal,Bardhaman,2016,Rabi,Mustard,7715,109553,14.2
West Bengal,Bardhaman,2016,Kharif,Pigeonpea,6994,90222,12.9
West Bengal,Bardhaman,2017,Kharif,Rice,18888,670524,35.5
West Bengal,Bardhaman,2017,Rabi,Chickpea,11128,196965,17.7
West Bengal,Bardhaman,2017,Kharif,Soybean,4518,87649,19.4
West Bengal,Bardhaman,2017,Kharif,Bajra,11728,180611,15.4
West Bengal,Bardhaman,2017,Kharif,Cotton,7754,149652,19.3
West Bengal,Bardhaman,2017,Kharif,Groundnut,9382,164185,17.5
West Bengal,Bardhaman,2017,Rabi,Mustard,11245,176546,15.7
West Bengal,Bardhaman,2017,Kharif,Pigeonpea,8685,131143,15.1
West Bengal,Bardhaman,2018,Rabi,Rice,14376,488784,34.0
West Bengal,Bardhaman,2018,Rabi,Chickpea,14582,228937,15.7
West Bengal,Bardhaman,2018,Kharif,Soybean,17788,327299,18.4
West Bengal,Bardhaman,2018,Kharif,Bajra,11965,161527,13.5
West Bengal,Bardhaman,2018,Kharif,Cotton,15092,307876,20.4
West Bengal,Bardhaman,2018,Kharif,Groundnut,12988,261058,20.1
West Bengal,Bardhaman,2018,Rabi,Mustard,11641,173450,14.9
West Bengal,Bardhaman,2018,Kharif,Pigeonpea,13797,201436,14.6
West Bengal,Bardhaman,2019,Rabi,Rice,10827,377862,34.9
West Bengal,Bardhaman,2019,Rabi,Chickpea,16742,254478,15.2
West Bengal,Bardhaman,2019,Kharif,Soybean,9517,184629,19.4
West Bengal,Bardhaman,2019,Kharif,Bajra,15046,203121,13.5
West Bengal,Bardhaman,2019,Kharif,Cotton,12194,254854,20.9
West Bengal,Bardhaman,2019,Kharif,Groundnut,18763,365878,19.5
West Bengal,Bardhaman,2019,Rabi,Mustard,9278,142881,15.4
West Bengal,Bardhaman,2019,Kharif,Pigeonpea,3520,44704,12.7
West Bengal,Bardhaman,2020,Kharif,Rice,17246,615682,35.7
West Bengal,Bardhaman,2020,Rabi,Chickpea,14141,247467,17.5
West Bengal,Bardhaman,2020,Kharif,Soybean,5141,113102,22.0
West Bengal,Bardhaman,2020,Kharif,Bajra,8014,113798,14.2
West Bengal,Bardhaman,2020,Kharif,Cotton,17380,305888,17.6
West Bengal,Bardhaman,2020,Kharif,Groundnut,10556,198452,18.8
West Bengal,Bardhaman,2020,Rabi,Mustard,17247,260429,15.1
West Bengal,Bardhaman,2020,Kharif,Pigeonpea,15627,229716,14.7
West Bengal,Bardhaman,2021,Kharif,Rice,22768,849246,37.3
West Bengal,Bardhaman,2021,Rabi,Chickpea,14098,217109,15.4
West Bengal,Bardhaman,2021,Kharif,Soybean,9353,208571,22.3
West Bengal,Bardhaman,2021,Kharif,Bajra,10615,149671,14.1
West Bengal,Bardhaman,2021,Kharif,Cotton,20711,401793,19.4
West Bengal,Bardhaman,2021,Kharif,Groundnut,13450,228650,17.0
West Bengal,Bardhaman,2021,Rabi,Mustard,3894,59967,15.4
West Bengal,Bardhaman,2021,Kharif,Pigeonpea,19373,251849,13.0
West Bengal,Bardhaman,2022,Kharif,Rice,16702,661399,39.6
West Bengal,Bardhaman,2022,Rabi,Chickpea,18211,293197,16.1
West Bengal,Bardhaman,2022,Kharif,Soybean,16847,301561,17.9
West Bengal,Bardhaman,2022,Kharif,Bajra,17768,293172,16.5
West Bengal,Bardhaman,2022,Kharif,Cotton,13620,290106,21.3
West Bengal,Bardhaman,2022,Kharif,Groundnut,5505,105145,19.1
West Bengal,Bardhaman,2022,Rabi,Mustard,19803,279222,14.1
West Bengal,Bardhaman,2022,Kharif,Pigeonpea,19119,298256,15.6
West Bengal,Nadia,2015,Kharif,Cotton,11056,220014,19.9
West Bengal,Nadia,2015,Kharif,Groundnut,9089,157239,17.3
West Bengal,Nadia,2015,Rabi,Wheat,6664,306544,46.0
West Bengal,Nadia,2015,Kharif,Bajra,14063,222195,15.8
West Bengal,Nadia,2015,Kharif,Sugarcane,12243,1012496,82.7
West Bengal,Nadia,2015,Rabi,Chickpea,17920,258048,14.4
West Bengal,Nadia,2015,Rabi,Maize,14000,442400,31.6
West Bengal,Nadia,2015,Kharif,Pigeonpea,3361,50751,15.1
West Bengal,Nadia,2016,Kharif,Cotton,13250,257049,19.4
West Bengal,Nadia,2016,Kharif,Groundnut,12215,196661,16.1
West Bengal,Nadia,2016,Rabi,Wheat,9550,379135,39.7
West Bengal,Nadia,2016,Kharif,Bajra,11469,158272,13.8
West Bengal,Nadia,2016,Rabi,Sugarcane,12924,1072692,83.0
West Bengal,Nadia,2016,Rabi,Chickpea,19386,310176,16.0
West Bengal,Nadia,2016,Kharif,Maize,9278,288545,31.1
West Bengal,Nadia,2016,Kharif,Pigeonpea,19180,281946,14.7
West Bengal,Nadia,2017,Kharif,Cotton,8994,160093,17.8
West Bengal,Nadia,2017,Kharif,Groundnut,8212,133034,16.2
West Bengal,Nadia,2017,Rabi,Wheat,21877,973526,44.5
West Bengal,Nadia,2017,Kharif,Bajra,5320,81928,15.4
West Bengal,Nadia,2017,Kharif,Sugarcane,21036,1588218,75.5
West Bengal,Nadia,2017,Rabi,Chickpea,17600,285120,16.2
West Bengal,Nadia,2017,Kharif,Maize,5459,173596,31.8
West Bengal,Nadia,2017,Kharif,Pigeonpea,6692,100380,15.0
West Bengal,Nadia,2018,Kharif,Cotton,11550,222915,19.3
West Bengal,Nadia,2018,Kharif,Groundnut,3550,61060,17.2
